name,reviewer,no_stars,review_body,guide,no_reviews,review-date,url,timestamp
Car Guy,Car Guy,5.0,Saheliyon ki bari is one of the tourist destination of udaipur if u visit udaipur you should give it a check filled with greenary and it calm peaceful atmosphere great for picnic stuff their is a entry fee and the history that the kings wife came here to take rest in past,Local Guide,63 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
mohd hassan khan,mohd hassan khan,4.0,,Local Guide,26 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Aniruddha Dutta,Aniruddha Dutta,4.0,A well maintained garden with some beautiful fountains.,Local Guide,51 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Yashi Parashar,Yashi Parashar,4.0,One of the most historic places in Udaipur where all the queens used to come and play with their friends,Local Guide,145 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Raj Ratna Bhaskar,Raj Ratna Bhaskar,5.0,"A must visit. Took a guided tour and enjoyed every bit of info about 5 key fountain set ups inside. All fountains flows was driven by gravity originally, a true wonder. Single stone elephants fountains are sculpting marvels. Awesome Gardens, a 110 yr old Bougeauinvilla plant, a 45 yr old Moneyplant",Local Guide,225 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Deependra Singh,Deependra Singh,3.0,It's place is good not so Butifful.its like a park,Local Guide,78 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Prashant Kumar,Prashant Kumar,4.0,,Local Guide,137 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Ashwin Nayak,Ashwin Nayak,5.0,,Local Guide,219 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Jane Corteville,Jane Corteville,5.0,Lovely quiet garden spot. The king built this for his queen who loved the monsoon. Water everywhere with unusual plants.,Local Guide,84 reviews,5 days ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Amit Panday,Amit Panday,5.0,"It's really very beautiful park and we'll maintained it has really got lots of greenery, one should visit during morning time or evening to enjoy the most",Local Guide,166 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Bhavana Jain,Bhavana Jain,5.0,,Local Guide,59 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Sharath Somashekara,Sharath Somashekara,4.0,,Local Guide,14 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Soumyadeep Saha,Soumyadeep Saha,5.0,Very nice garden. Very nice place.,Local Guide,91 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:34Z
Atif Mahtab,Atif Mahtab,5.0,,Local Guide,107 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
jaypalsinh jadeja,jaypalsinh jadeja,5.0,amazing fountain !! well maintained place!!,Local Guide,104 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
abhishek agarwal,abhishek agarwal,5.0,,Local Guide,63 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
Aanchal Verma,Aanchal Verma,5.0,,Local Guide,20 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
Amritpal Singh Kohli,Amritpal Singh Kohli,4.0,Enjoy a perfect evening strolling in the wonderful lawns & gardens with dancing fountains. Click wonderful pics & enjoy the different colour flowers....,Local Guide,122 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
Mohan Vaishnav,Mohan Vaishnav,5.0,Most Loveable garden in udaipur. Udaipur tour not Completed without visit Saheliyon ki bari,Local Guide,52 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
Amit Mandal,Amit Mandal,3.0,So so. A garden of Maharana pratap Singh ji for his wife's friends. Nice garden. Well maintained. Ticket fee 20/- each.,Local Guide,124 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
Abir Mukherjee,Abir Mukherjee,5.0,Beautiful place. It is actually a garden with swimming pool for queens. There is a lotus pond in the back side. An art gallery with some paintings are there inside the garden. Entry fee is Rs. 20.,Local Guide,57 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
Anil Lohia,Anil Lohia,5.0,one of the best gardens ive ever visited in India.. lush green.. it gives u the feeling of a tropical rain forest.. the guide their said that it was 10 times better before the government took control 15 yrs ago.. try not to visit on public holidays.. it may get overcrowded..,Local Guide,179 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
Bharat Dadhich,Bharat Dadhich,5.0,"Grate place for any weather, you may enjoy if you have a short visit or long tour plan of udaipur, shawan bhado kamal tali bin badal barsat is main attraction of this gardan. A place is maintenance as historical place, there is no slide and sweeng for kids.",Local Guide,50 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
Deepti Chourasia,Deepti Chourasia,5.0,Very beautiful garden with a historical fountain. There was a painting exhibition inside which was very beautiful but taking its picture was not permitted,Local Guide,17 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
Amaan,Amaan,4.0,As said the 'City of lakes' as well cultured with Nature and it's Greenery (has it's own charisma) [I❤️UDAIPUR],,2 reviews,6 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:35Z
NARENDRA KUMAR,NARENDRA KUMAR,5.0,,Local Guide,53 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
keerthi kotaru,keerthi kotaru,5.0,Beautiful garden. With 5 fountains built for different types of entertainment. Nothing much now. But imagining it to be a place for women entertainment those days was amazing. Hats off to the king who thought so much.,,31 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Shama Parveen,Shama Parveen,4.0,Whoever likes the paintings more than the place for them. Saheliyon ki badi there are only painting in view of greenery or water flow,Local Guide,130 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Chris solomon,Chris solomon,5.0,Beautiful garden ..well maintained,Local Guide,80 reviews,a week ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Avichal mishra,Avichal mishra,5.0,"A small garden which contains a museum inside it.. Tickets will cost you 20 rupees per person. It's a beautiful place with lot of plants. Originally a garden created by King for his wives, now it's open for all.",Local Guide,63 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Ashish Shinde,Ashish Shinde,4.0,,Local Guide,473 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Karishma Raghuwanshi,Karishma Raghuwanshi,5.0,Nice place to get some wonderful clicks,Local Guide,158 reviews,3 days ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
VISHAL PALIA,VISHAL PALIA,5.0,Full of flowers and feels so refreshing. It's not even expensive worth your tim,Local Guide,62 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Mannu Gautam,Mannu Gautam,5.0,Beautiful place to spend peaceful evening ✨️,Local Guide,91 reviews,3 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Aum Pandya,Aum Pandya,5.0,,,5 reviews,a week ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
UM Educations,UM Educations,5.0,Awesome place I really love it.,Local Guide,136 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Noor Ashique,Noor Ashique,5.0,,Local Guide,174 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Ash D,Ash D,5.0,"Very good place, very calm and peaceful place to visit.. For just 20rs ticket",Local Guide,29 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
rasesh mahajan,rasesh mahajan,4.0,,Local Guide,54 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Nityashree G,Nityashree G,5.0,"Beautiful garden, must visit at least once.",Local Guide,62 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Sneha Singh,Sneha Singh,4.0,,Local Guide,30 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
sneha jaiswal,sneha jaiswal,4.0,"This place is like Park or Garden in any city. For localities it's a good place to spend time but for tourists, this can be skipped totally. Can be completed in 15 -20mins",Local Guide,35 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Mayank Kumar Agarwal,Mayank Kumar Agarwal,4.0,"This one is a nice and beautiful garden. Well maintained. There is a fountain area ""Saavan Bhaado"" which is designed a way that if you close your eyes and listen to surrounding sounds, you will feel as if it is raining in actual. Good to visit.",Local Guide,126 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Suresh Menon,Suresh Menon,4.0,,Local Guide,"1,756 reviews",a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Rajan Nambiar,Rajan Nambiar,4.0,"A good garden to enjoy with family.  Water fountains are main attraction.. Saheliyon-ki-Bari is a major garden and a popular tourist space in Udaipur in the Indian state of Rajasthan. It lies in the northern part of the city and has fountains and kiosks, a lotus pool and marble elephants. It was built by Rana Sangram Singh.",Local Guide,417 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Shahzad Nezam,Shahzad Nezam,4.0,Its a very small beautiful scenic place with garden and fountain view. You can click a good photo here for your dp. Entry fee is rs 20 per person.,Local Guide,49 reviews,2 years ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:36Z
Dhaval Malhotra,Dhaval Malhotra,4.0,"A good place to take a stroll. Go on a clear sunny day. The photographers inside are good but very over priced, will charge you Rs. 300-350 per photo and that too if you don't negotiate they will try to fool you that 300-350 is for photo of 1 person if you are a couple they will say it's 600, which is nonsense.",Local Guide,15 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
mahikul darji,mahikul darji,4.0,,,11 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Jayesh Moradiya,Jayesh Moradiya,5.0,,Local Guide,85 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Balaji Bg,Balaji Bg,5.0,,Local Guide,65 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Animesh Panda,Animesh Panda,5.0,,Local Guide,58 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Kevin Lakhani,Kevin Lakhani,5.0,Very good garden..... Nice place for walk and fresh air...,Local Guide,40 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
aishwarya grover,aishwarya grover,5.0,"This place is Amazing, so well maintained and beautiful. It's a garden which has so much history attached to it. This park was basically an entertainment area that The king had built for his queen and her friends and maids. Absolutely beautiful.",Local Guide,37 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Garv Jain,Garv Jain,5.0,,Local Guide,15 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Gujju Bhukhhad,Gujju Bhukhhad,5.0,,Local Guide,60 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
yakshika vats,yakshika vats,5.0,Good place to visit! It's important to have this kulhad chai and coffee here. You won't regret this more than the fountains with a guide :p,Local Guide,20 reviews,3 days ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Mrunal Shaldar,Mrunal Shaldar,5.0,,Local Guide,22 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
NIKHIL,NIKHIL,4.0,,Local Guide,145 reviews,9 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Caroline Pinto,Caroline Pinto,3.0,For One time to visit it is ok. we took  a guide so it was ok other wise it's a just simple park to visit,Local Guide,12 reviews,6 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Vikrant Sahu,Vikrant Sahu,4.0,Lots of Fountains with Garden.Nice picnic destination.,Local Guide,5 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Husen Telwala,Husen Telwala,5.0,,Local Guide,165 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
Ayush jindal,Ayush jindal,4.0,"Please with lots of flowers 🌸!! Best to visit during morning hours. Restaurant is also there. Status of animal, fountains.",Local Guide,30 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:37Z
dhanashree pawar,dhanashree pawar,5.0,"Old place with history, well maintained till the date,. Pretty flowers in garden , good fountains, very Clean environment",Local Guide,25 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:38Z
Niyanta Bhayani,Niyanta Bhayani,4.0,,Local Guide,38 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:38Z
Abrar Pathan,Abrar Pathan,5.0,,Local Guide,57 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:38Z
Neha Ambre,Neha Ambre,5.0,,Local Guide,132 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
SHUBHAM PRAJAPATI,SHUBHAM PRAJAPATI,5.0,,Local Guide,169 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Dilipkumar Raval,Dilipkumar Raval,5.0,Excellent place for family visit. Royal ga dens with mistick fountain.,Local Guide,377 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Aman,Aman,5.0,,Local Guide,199 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
madas shyam,madas shyam,3.0,Its just a garden where your children can enjoy,Local Guide,37 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Samuel Pradeep,Samuel Pradeep,5.0,,Local Guide,52 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Annpurna Bhandari,Annpurna Bhandari,4.0,Beautiful place…..must visit,Local Guide,35 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Vishesh khandelwal,Vishesh khandelwal,5.0,,Local Guide,38 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Uva Prakash P,Uva Prakash P,5.0,,Local Guide,44 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Rajan Bhojane,Rajan Bhojane,5.0,Very good place to visit their in that time they use the knowledge is beyond the thik.They used the showering pots r made without the water pump. They used the level of gravitation of River force.,Local Guide,77 reviews,a week ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Kushal Chawra,Kushal Chawra,4.0,,Local Guide,36 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
sanjay shankhat,sanjay shankhat,5.0,"Beautiful landscapes, garden and many more...  must visit with loved one",,3 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Mridul vaibhav,Mridul vaibhav,5.0,,Local Guide,233 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Hemant,Hemant,4.0,,Local Guide,56 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Prasoon Srivastava,Prasoon Srivastava,4.0,,Local Guide,250 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Abrar Shaikh,Abrar Shaikh,5.0,,Local Guide,147 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Nishant Kumat,Nishant Kumat,3.0,Few fountains and gardens nothing to see as such but can click few good pictures.,Local Guide,26 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Dr Kumar Deepak,Dr Kumar Deepak,5.0,"Very beautiful, lot of flowers and beautiful fountains.. Soothing cold breeze... Nice garden. The ticket charges for indian is 20 rupees only",Local Guide,123 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Manisheel Gautam,Manisheel Gautam,5.0,"Looks amazing in photos, but don't go after the hype. Few locations are very good for taking photos but apart from that it is just a set of gardens.. The clap fountain is different and will perplex you",Local Guide,128 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Mukul Pandey,Mukul Pandey,4.0,"I was there for the 3rd time. First time in 1997, then 2021 and now in 2023. Beautiful location for hanging out with family and friends. If you are in udaipur you should go there. In front of the garden you can take snacks and tea.  The place has its own history. Recommended",Local Guide,106 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Vivek Patel,Vivek Patel,5.0,Good for photography and video reels making .....20 rs ticket pr head...,Local Guide,54 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Prem T,Prem T,5.0,,Local Guide,52 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Umang Parekh,Umang Parekh,4.0,Best garden for evening time spent ....... Fountains are beautifully situated between garden...👍,Local Guide,28 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
Hiral P.,Hiral P.,5.0,"It is very old and beautiful garden, said it was constructed by a king for his queen and queen's maids hence named 'saheliyon ki baari' .. the fountains here changes their pattern on claps' sound. A very lush greenary place must visit when in udaipur",Local Guide,22 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:39Z
paras joshi,paras joshi,5.0,Wonderful place to spend time in garde n fountain.,Local Guide,34 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
rakesh Kumar,rakesh Kumar,5.0,Very nice for family tour,,7 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Rajat Matta,Rajat Matta,3.0,,Local Guide,197 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
charmi thakrar,charmi thakrar,5.0,Wonderful experience! Best time for winters!!!,Local Guide,11 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Priya Khandelwal,Priya Khandelwal,5.0,,Local Guide,234 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Pradip Chaudhuri,Pradip Chaudhuri,5.0,Beautiful garden and we'll maintained with a lovely history,Local Guide,62 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
ABHISHEK SINGH,ABHISHEK SINGH,5.0,,Local Guide,114 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Isha Mittal,Isha Mittal,5.0,,Local Guide,77 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Atisha Sinha,Atisha Sinha,5.0,It costed 20rs for entry. It was filled with beautiful flowers and tress and so mesmerizing veiw and wonderful fountains. You can visit it in the morning and can enjoy the beautiful view with birds creeping all around. The place is so soothing and peacefull,Local Guide,118 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
Prashant Gupta,Prashant Gupta,3.0,,Local Guide,129 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:40Z
